市場,順位,順位変動,前日順位,コード,銘柄名,現在値,前日比,前日比%,寄付からの値上がり率
"東証プライム","1","","","3915","テラスカイ","2,479.0","+154.0","+6.62%","7.18%"
"東証プライム","2","","","2501","サッポロビール","2,045.5","+150.0","+7.91%","6.55%"
"東証プライム","3","","","3445","ＲＳＴＥＣＨ","8,320.0","+360.0","+4.52%","5.89%"
"東証プライム","4","","","9278","ブックオフＧＨＤ","2,166.0","+149.0","+7.39%","5.86%"
"東証プライム","5","","","6055","Ｊマテリアル","2,640.0","+189.0","+7.71%","5.61%"
"東証プライム","6","","","3563","Ｆ＆ＬＣ","4,779.0","+163.0","+3.53%","4.69%"
"東証プライム","7","","","2915","ケンコーマヨ","2,083.0","+111.0","+5.63%","4.66%"
"東証プライム","8","","","6418","日金銭","1,077.0","+50.0","+4.87%","4.64%"
"東証プライム","9","","","2659","サンエー","3,380.0","+140.0","+4.32%","4.59%"
"東証プライム","10","","","6588","東芝テック","3,050.0","+144.0","+4.96%","4.56%"
"東証プライム","11","","","3854","アイル","2,458.0","+118.0","+5.04%","4.48%"
"東証プライム","12","","","4527","ロート薬","2,525.5","+119.0","+4.94%","4.28%"
"東証プライム","13","","","543A","ＡＲＣＨＩＯＮ","309.0","+13.0","+4.39%","4.21%"
"東証プライム","14","","","3046","ＪＩＮＳＨＤ","8,410.0","+460.0","+5.79%","4.04%"
"東証プライム","15","","","9107","川崎船","2,519.5","-99.5","-3.80%","3.99%"
"東証プライム","16","","","9843","ニトリＨＤ","2,464.5","+89.5","+3.77%","3.83%"
"東証プライム","17","","","2175","ＳＭＳ","2,334.0","+97.0","+4.34%","3.81%"
"東証プライム","18","","","9022","ＪＲ東海","3,700.0","+141.0","+3.96%","3.78%"
"東証プライム","19","","","4337","ぴあ","2,788.0","+102.0","+3.80%","3.66%"
"東証プライム","20","","","7157","ライフネット生命","1,774.0","+73.0","+4.29%","3.61%"
"東証プライム","21","","","9267","ゲンキードラッグ","3,765.0","+185.0","+5.17%","3.59%"
"東証プライム","22","","","7453","良品計画","3,811.0","+141.0","+3.84%","3.52%"
"東証プライム","23","","","9101","郵船","5,253.0","-117.0","-2.18%","3.48%"
"東証プライム","24","","","6464","ツバキ・ナカシマ","418.0","+6.0","+1.46%","3.35%"
"東証プライム","25","","","7419","ノジマ","1,355.0","+44.0","+3.36%","3.32%"
"東証プライム","26","","","7552","ハピネット","3,125.0","+120.0","+3.99%","3.20%"
"東証プライム","27","","","9535","広島ガス","412.0","+9.0","+2.23%","3.16%"
"東証プライム","28","","","3769","ＧＭＯＰＧ","10,005.0","+271.0","+2.78%","3.08%"
"東証プライム","29","","","9229","サンウェルズ","163.0","+6.0","+3.82%","3.07%"
"東証プライム","30","","","8129","東邦ＨＤ","4,012.0","+53.0","+1.34%","3.07%"
"東証プライム","31","","","8364","清水銀","2,625.0","+90.0","+3.55%","3.05%"
"東証プライム","32","","","2670","ＡＢＣマート","2,951.0","+39.0","+1.34%","3.02%"
"東証プライム","33","","","4326","インテージＨＤ","1,812.0","+61.0","+3.48%","2.92%"
"東証プライム","34","","","6306","日工","960.0","+31.0","+3.34%","2.92%"
"東証プライム","35","","","7383","ネットプロＨＤ","379.0","+10.0","+2.71%","2.90%"
"東証プライム","36","","","3994","マネーフォワード","4,858.0","+159.0","+3.38%","2.84%"
"東証プライム","37","","","2585","ライフドリンクＣ","1,626.0","+45.0","+2.85%","2.83%"
